,,,,,,,,,
,14,10/06/2016,"Informe avance tercerización archivos administrativos, depuración del fondo acumulado, TRD para aprobar y eliminación de archivos. Informe de Gestión Arhivos Cali

En el Informe de Gestión Arhivos Cali se presentan y se aprueban 45 TRD.


Se habla sobre la maestría en Archivística Histórica y Memoria de la facultad de Ciencias Sociales y Comunicación y Lenguaje, detllando su modalidad y el número de estudiantes inscritos.","Informe AAS, Cd TRD a 2016, lista relación TRD aprobadas","TDRs aprobadas PUJ Bogotá:

Rectoría:
Oficina de admisiones y registro

Vicerrectoría adminsitrativa:
Oficina de servicios generales

Facultad de artes:
Carrera de artes visuales

Facultad de medicina
Departamento de ciencias fisiológicas

Facultad de teología:
Centro de formación teológica

TDRs aprovadas PUJ Cali:
Rectoría:
Rectoría
Secretaría general
Archivo central

Vicerrectoría administrativa:
Oficina del vicerrector administrativo

Vicerrectoría académica:
Oficina del vicerrector académico
Oficina de desarrollo académico

Facultad de ciencias de la salud:
Decanatura académica de la facultad de ciencias de la salud

Facultad de humanidades y ciencias sociales:
Decanatura académica de la facultad de humanidades y ciencias sociales
Secretaría de la facultad de humanidades y ciencias sociales
Departamento de arquitectura, arte y diseño
Departamento de ciencia jurídica y política
Departamento de ciencias sociales
Departamento de comunicación y lenguaje
Departamento de humanidades
Carrera de comunicación
Carrera de derecho
Carrera de diseño de comunicación visual
Carrera de arquitectura
Maestría en asesoría familiar-modalidad virtual
Maestría en derecho empresarial
Maestría en familia
Maestría en derechos humanos y cultura de paz
Maestría en psicología de la salud
Especialización en derecho comercial
Especialización en cultura de paz y derecho internacional humanitario
Especialización en procesos humanos y desarrollo organizacional
Especialización en neuropsicología infantil
Especialización en seguridad social

Facultad de ingeniería:
Decanatura académica de la facultad de ingeniería
Secretaría de la facultad de ingeniería
Departamento de ingeniería civil e industrial
Departamento de electrónica y ciencias de la computación
Departamento de ciencias naturales y matemáticas
Carrera de biología
Carrera de ingeniería civil
Carrera de ingeniería de sistemas y computación
Carrera de ingeniería electrónica
Carrera de ingeniería industrial
Maestría en ingeniería 
Maestría en ingeniería civil
doctorado en ingeniería
Especialización en gerencia de construcciones
Especialización en ingeniería de la calidad
Especialización en logística integral
Especialización en sistemas gerenciales de ingeniería

Rectoría:
Rectoría
Oficina jurídica
Secretaría general
Archivo central
Oficina de comunicaciones
Oficina de relaciones internacionales
Oficina de relación con los egresados
Oficina de apoyo a la planeación
Oficina de responsabilidad social
Oficina de relaciones universidad-entorno
Centro de multimedios
Centro de servicios informáticos
Emisora javerian estéreo

Vicerrectoría administrativa:
Oficina del vicerrector administrativo
Gestión humana
Servicios operacionales
Contabilidad y presupuesto
Oficina de tesorería
Oficina de servicios y apoyo financiero
Oficina de compras y servicios especiales

Vicerrectoría académica:
Oficina del vicerrector académico
Oficina de desarrollo académico
Oficina de gestión profesoral
Oficina de gestión estudiantil
Oficina de investigación, desarrollo e innovación
Oficina de consultoría y educación continua
Oficina de apoyo al emprendimiento
Oficina de registro académico y admisiones
Oficina de promoción institucional
Oficina para el fomento del uso de las tecologías de información y comunicación-javevirtual
Centro de estudios interculturales
Sello editorial javeriano
Biblioteca general

Vicerrectoría del medio universitario:
Oficina del vicerrector del medio universitario
Centro de bienestar
Centro de expresión cultural
Centro deportivo
Centro San Francisco Javier

Facultad de ciencias económicas y administrativas:
Decanatura académica de la facultad de ciencias económicas y administrativas
Secretaría de la facultad de ciencias económicas y administrativas
Departamento de contabilidad y finanzas
Departamento de economía
Departamento de gestión de organizaciones
Carrera de administración de empresas
Carrera de contaduría pública
Carrera de negocios internacionales
Carrera de economía
Maestría en administración de empresas-executive MBA
Maestría en administración de empresas-Cali
Maestría en administración de empresas-Pasto
Maestría en administración de empresas-Pereira
Maestría en finanzas
Maestría en mercadeo
Maestría en ciencias económicas y de gestión
Especialización en administración de salud
Especialización en contabilidad financiera internacional
Especialización en finanzas
Especialización en gerencia social
Especialización en gestión tributaria
Especialización en mercadeo
Especialización en negocios internacionales

Facultad de humaniades y ciencias sociales:
Decanatura académica de la facultad de humaniades y ciencias sociales
Secretaría de la facultad de humaniades y ciencias sociales
Departamento de arquitectura, arte y diseño
Departamento de ciencia jurídica y política
Departamento de ciencias sociales
Departamento de comunicación y lenguaje
Departamento de humanidades
Carrera de artes visuales
Carrera de ciencia política
Carrera de comunicación
Carrera de derecho
Carrera de derecho-consultorio jurídico
Carrera de diseño de comunicación visual
Carrera de filosofía
Carrera de psicología
Carrera de arquitectura
Maestría en asesoría familiar-modalidad virtual
Maestría en derecho empresarial
Maestría en familia
Maestría en derechos humanos y cultura de paz
Maestría en psicología de la salud
Especialización en derecho comercial
Especialización en cultura de paz y DIH
Especialización en procesos humanos y desarrollo organizacional
Especialización en neuropsicología infantil
Especialización en seguridad social

Facultad de ciencias de la salud:
Decanatura académica de la facultad de ciencias de la salud
Secretaría de la facultad de ciencias de la salud
Carrera de medicina
Departamento de ciencias básicas de la salud
Departamento de salud pública
Departamento de clínicas médicas
Departamento materno-infantil
Departamento de clínicas quirúrgicas
Maestría en salud pública

Facultad de ingeniería:
Decanatura académica de la facultad de ingeniería
Secretaría de la facultad de ingeniería
Departamento de ingeniería civil e industrial
Departamento de electrónica y ciencias de la computación
Departamento de ciencias naturales y matemáticas
Carrera de biología
Carrera de ingeniería civil
Carrera de ingeniería de sistemas y computación
Carrera de ingeniería electrónica
Carrera de ingeniería industrial
Carrera de matemáticas aplicadas
Maestría en ingeniería
Maestría en ingeniería civil
Doctorado en ingeniería
Especialización en gerencia de construcciones
Especialización en ingeniería de la calidad
Especialización en logística integral
Especialización en sistemas gerenciales de ingeniería
Centro de automatización y procesos-CAP",," Informe de avance del Proyecto de Organización de Archivos de la PUJ sede Bogotá, segunda etapa

Informe de la gestión de archivos de la Javeriana Cali

Maestría en Archivística Histórica y Memoria

",,
,15,02/12/2016,"Informe archivos administrativos, tercerización, plan de incentivos para los archivos de gestion activos de la Universidad;  TRD, depusración fondos acumulados, eliminación

Se discute el Plan de incentivos aplicación de TRD

Se señala que hay unidades en las que no se ha podido medir la aplicación delas TRD por diferentes razones y por lo tanto se están acordando planes de trabajo con ellas para implementar el próximo año y superar las dificultades. Las unidades con este problema son la Vicerrectoría Administrativa, la Facultad de Comunicación, la Facultad de Educación, la Facultad de Ciencias, en la Facultad de Artes la Carrera de Música y la Maestría en Creación Audiovisual; en la Facultad de Odontología está el Centro de Investigaciones Odontológicas, el Departamento de Sistema Dentario.

Se presenta la propuesta de eliminación de archivos en las unidades y la depuración del fondo acumulado por la aplicación de TVD",Informe AAS ,"TDRs aprobadas PUJ Bogotá:
Vicerrectoría académica:
Centro para el aprendizaje, la enseñanza y la evaluación

Vicerrectoría del medio universitario:
Centro de fometo de la identidad y construcción de la comunidad

Facultad de artes:
Carrera de artes escénicas

Facultad de filosofía:
Decanatura de facultad

Facultad de ciencias eonómicas y administrativas:
Maestría en responsabilidad social
Maestría en economía de la salud

Facultad de ciencias sociales:
Decanatura de facultad
Maestría en archivística histórica y memoria

Facultad de educación:
Maestría en educación

Facultad de ingeniería:
Coordinación de relaciones con egresados

Facultad de psicología:
Doctorado en psicología

TRDs actualizadas PUJ Bogotá:
Vicerrectoría de investigación:
Dirección de investigación

Vicerrectoría administrativa:
Oficina de cuentas por pagar

Facultad de artes:
Carrera de estudios musicales

Facultad de ciencias políticas y relaciones internacionales:
Carrera de relaciones internacionales

Facultad de medicina:
Departamento de morfología

Facultad de odontología:
Unidades de clínicas",,"Informe tercerización archivos administrativos.

Tablas de Retención Documental.

Depuración del fondo documental acumulado y eliminación de documentos de archivo ",,
,16,31/03/2017,"Informe tercerización de los archivos administrativos, Plan de incentivos por aplicación de TRD, Proyecto Arboretum y la Eliminación de documentos de archivo – propuesta de eliminación",Informe AAS,"Anexo digital
Rectoría:
Dirección jurídica

Vicerrectoría de investigación:
Instituto de salud pública

Vicerrectoría académica:
Dirección de programas académicos

Vicerrectoría del medio universitario:
Centro de asesoría psicológico y salud

Facultad de arquitectura y diseño:
Decanatura de la facutad

Facultad de artes:
Maestría en creación universal

Facultad de ciencias:
Departamento de microbiología

Facultad de comunicación y lenguaje:
Licenciatura en lenguas modernas con énfasis en inglés y francés

Facultad de enfermería:
Decanatura de la facultad

Facultad de ciencias poíticas y relaciones internacionales:
Carrera de ciencia política

Facultad de odontología:
Departamento de sistema dentario",," Informe de avance del Proyecto de Organización de Archivos de la PUJ sede Bogotá, segunda etapa",,
,17,29/09/2017,"Informe de tercerización, nueva contratación tercerización, TRD, intervención fondo acumulado, proyecto de Gestión Documental en Bogotá y Cali

Propuestas de eliminación de documentos de archivo.","Informe AAS, Informe cali ","Anexo digital

Rectoría:
Dirección jurídica

Vicerrectoría de investigación:
Instituto de salud pública

Vicerrectoría académica:
Direccción de programas académicos

Vicerrectoría del medio universitario:
Centro de asesoría psicológico y salud

Facultad de arquitectura y diseño:
Decanatura de la facutad

Facultad de artes:
Maestría en creación universal

Facultad de ciencias:
Departamento de microbiología

Facultad de comunicación y lenguaje:
Licenciatura en lenguas modernas con énfasis en inglés y francés

Facultad de enfermería:
Decanatura de la facultad

Facultad de ciencias poíticas y relaciones internacionales:
Carrera de ciencia política

Facultad de odontología:
Departamento de sistema dentario",,"Lectura y aprobación del Acta N.16 del Comité

Informe tercerización archivos administrativos PUJ Bogotá

Tablas de Retención Documental

Propuestas de eliminación de documentos de archivo",,
,18,13/09/2018,"Informe de tercerización AAS, nuevo proceso de contratación, aprobación (TRD nuevas - actualizadas) aplicación de las TVD, analisis series históricas, Eliminación de archivo, Informe Archivo central cali, informe avances proyecto de GD 

En total se presentaron 24 TRDs.Para aprobación se presentan 18 TRD nuevas y 6 TRD actualizadas

La Coordinación de Archivos Administrativos propone un modelo de TRD con ocasión del Proyecto de Gestión Documental, para normalizar los tipos documentales y definirlos según su tradición, soporte, sistema transaccional, retención y disposición final, y clasificación de la
información. La propuesta se presenta al Comité y se está analizando la necesidad de definir claramente los tipos documentales para su parametrización en el software de la gestión documenal que se está proyectando en la universidad.

Presentación del Informe ejecutivo del Proyecto de Transformación de la Gestión Organizacional","Informe AAS, Informe Cali Informe Proyecto GD, ","Anexo digital

Secretaría de planeación
Oficina de movilidad nacional
Servicios de alimentación
Dirección de gestión humana
Oficina de suministros
Oficina de activos fijos

Facultad de ciencias-Bioterio

Facultad de ciencias económicas y administrativas-MBA modalidad ejecutiva

Facultad de ciencias políticas y relaciones internacionales:
Maestría en gobierno del territorio y gestión pública

Facultad de ciencias sociales:
Especialización en literatura infantil y juvenil
Maestría en estudios afrocolombianos

Facultad de enfermería:
Maestría del adulto mayor
Maestría en efermería oncológica
Maestría en cuidado crítico
Maestría en cuidado paliativos
Maestría en seguridad social y salud en el trabajo
Especialización en salud ocupacional
Especialización en cuiado críticos
Especialización en enfermería pediátrica

Facultad de ingeniería:
Maestría en bioingeniería
Maestría en analítica para la inteligencia de negocios

Facultad de psicología:
Departamento de psicología
Maestría en abordajes psicosociales para la construcción de culturas de paz

Facultad de odontología:
Centro de investigaciones odontológicas",,"Informe tercerización archivos administrativos PUJ Bogotá

Tablas de Retención Documental

Aplicación de TVD

Informe ejecutivo del Proyecto de Transformación de la Gestión Organizacional",,
,19,04/04/2019,"Informe nueva contratación proveedor ASE, entrega de archivos al nuevo contratista, estadisticas servicios relacioandos, plan de incentivos, propuesta actualización, TRD, análisis series históricas, custodia expedientes hoja de vida de trabajadores, eliminacion de archivos, informe javeriana Cali, Informe ITER

La empresa escogida para tercerización Archivos de Segunda Edad de la PUJ Bogotá fue MEMORY CORP S.A.

Se presenta una propuesta actualización Tablas de Retención Documental, tipologías documentales y nuevas TRDs. (Proyecto ITER): 

Se han presentado 128 TRD de las cuales 116 fueron aprobadas, 9 están en trámite, 3 para validar que son las de Formación Javeriana, el Centro para la Enseñanza y el Aprendizaje, y la Oficina de Investigación, Desarrollo e Innovación.","Informe AAS- Informe Cali - Informe Proyecto Iter, ",Anexo digital,,"Informe sobre la nueva contratación proveedor tercerización

Plan de incentivos

Propuesta actualización tablas de retención documental

Custodia expedientes Hojas de Vida de Trabajadores

Propuesta de eliminación documentos de archivo

Informe Ejecutivo Archivo Central Javeriana Cali",,
,20,25/07/2019,"Contrato tercerización custodia de archivos administrativos y servicios relacionados: Desmonte y entrega de archivos al nuevo contratista, estadísticas servicios de consulta. Plan de incentivos archivos administrativos 2018. Plan de trabajo unidades calificación insuficiente 2018.
Tablas de Retención Documental para aprobación. Mesa de trabajo análisis series históricas. Custodia expedientes hojas de vida de trabajadores. Propuestas de eliminación de documentos de archivo.
Informe ejecutivo Proyecto ITER.

","Informes, Acta Físca firmada","TRDs aprobadas sede Bogotá:

Vicerrectoría de investigación:
Centro javeriano de emprendimiento

Vicerrectoría administrativa:
Dirección de gestión humana
Oficina de Desarrollo Humano

Facultad de arquitectura y diseño:
Maestría en Diseño para la Innovación de Productos y Servicios

Facultad de ciencias:
Maestría en Restauración Ecológica

Facultad de ciencias económicas y administrativas:
Doctorado en Economía
Doctorado en Comunicación, Lenguajes e Información

Facultad de ciencias jurídicas:
Maestría en Derecho Administrativo
Maestría en Desarrollo Constitucional
Especialización en Derecho Financiero y Mercado de Valores

Facultad de ciencias políticas y relaciones internacionales:
Maestría en Estudios de Paz y Resolución de Conflictos
Maestría en Gobierno del Territorio y Gestión Pública

Facultad de comunicación y lenguaje:
Maestría en Periodismo Científico

Facultad de ingeniería:
Maestría en Energía y Sostenibilidad
Maestría en Logística y Transporte
Especialización en Gerencia de Proyectos y Tecnologías de la Información

Facultad de psicología:
Maestría en Niñez, Familia y Desarrollo de Contextos

Facultad de teología:
Bachillerato Eclesiástico en Teología",,"Contrato tercerización custodia de archivos administrativos

Plan de incentivos 

Tablas de Retención Documental.

Propuestas de eliminación de documentos de archivo",,
,21,21/02/2020,"Lectura y aprobación del Acta N. 20 (viernes 21 de febrero de 2020) Comité del SGAPUJ. Informes de la Coordinación de Archivos Administrativos CAA:
Informe anual del contrato de tercerización y servicios brindados a las unidades.Informe resultado análisis series históricas de la Universidad.
Aprobación de TRD nuevas y actualizaciones. Aplicación de TVD para aprobación. Presentación propuesta cambios en la metodología de aplicación de TVD de la Universidad. Propuesta plan de incentivos 2020. Eliminación de documentación facilitativa de las unidades.
Informe Ejecutivo Archivo Central Javeriana Cali. Informe Ejecutivo Proyecto ITER

Se aprueba la eliminación de documentación correspondiente a series facilitativas o series que están incluidas en las TRD con disposición final de eliminación

Se actualizan 3 TRD de las siguientes unidades: Dirección de Asuntos Estudiantiles, Instituto de Salud Pública ,Departamento de Microbiología","Informes de la coordinación de archivos administrativos, correspondencia e impresión

Informe ejecutivo archivo central javeriana cali 

Informe ejecutivo proyecto ITER","Acta y Anexos digital

TRDs aprobadas en Bogotá:
Vicerrectoría académica:
Dirección de asuntos estudiantiles

Vicerrectoría de investigación:
Maestría de estudios críticos de las migraciones contemporáneas
Instituto de salud pública
Maestría en salud pública

Vicerrectoría administrativa: 
Oficina de seguridad y salud en el trabajo

Facultad de ciencias:
Departamento de microbiología

Facultad de ciencias económicas y admistrativas:
Maestría en banca y finanzas
Maestría en estrategia, innovación y competitividad
Especialización en marketing estratégico
Especialización en gerencia estratégica de la innovación

Facultad de ciencias jurídicas:
Maestría en derecho laboral y seguridad social

Facultad de ciencias políticas y relaciones internacionales:
Maestría en estudios internacionales

Facultad de educación:
Licenciatura en educación física
Licenciatura en literatura y lengua castellana
Licenciatura en ciencias naturales y educaión ambiental
Licenciatura en filosofías",,"Informe anual del contrato de tercerización y servicios brindados a las unidades

Aprobación de TRD nuevas y actualizaciones.

Plan de incentivos",,
,22,13/11/2020,"Lectura y aprobación del Acta N. 21 de sesión del Comité del SGAPUJ del viernes 21 de febrero de 2020. Informes de la Coordinación de Archivos Administrativos, Correspondencia e Impresión. 

En el Informe Archivo Central Javeriana Cali  las TRD que están publicadas en el portal web del Archivo son 119 con sus respectivos cuadros de clasificación documental. Ahora bien hay un total de 154 TRD, 77 por actualizar, 115 aprobadas, y en proceso de aprobación 39.

Están pendientes 11 TRD por elaborar en las siguientes unidades administrativas, Rectoría 5, Vicerrectoría Académica 5 y Vicerrectoría Administrativa 1, en la Facultad de Ciencias de la Salud: 5, En la Facultad de Ciencias Económicas y Administrativas: 6,   En la Facultad de Humanidades y Ciencias Sociales: 6, en la Facultad de Ingeniería y Ciencias 4, en la Facultad de Creación y Habitat 7

Informe Ejecutivo Proyecto ITER. Varios","Informes de la coordinación de archivos administrativos 

Informe archivo central javeriana cali

Informe Ejecutivo Proyecto ITER
","Acta digital 

En cuanto a las Tablas de Retención Documental se tienen publicadas en el portal web del Archivo 119 con sus respectivos cuadros de clasificación documental.
Respecto a la gestión de TRD para el 2020, se tiene un total de 154, por actualizar 77, aprobadas  115 y en proceso y por aprobación 39.",,"Informes de la Coordinación de Archivos Administrativos, Correspondencia e Impresión

Informe Archivo Central Javeriana Cali

Informe Ejecutivo Proyecto ITER
",,
,23,10/12/2020,"Revisión y aprobación de Aplicación de Tablas de Valoración Documental a las siguientes diez unidades:
1. Facultades - Facultad de Ciencias
2. Facultades - Facultad de Ciencias Económicas y Administrativas
3. Facultades - Facultad de Comunicación y Lenguajes
4. Facultades - Facultad de Educación
5. Vicerrectoría Académica – Asistencia para el Aseguramiento de la Calidad y la Gestión Curricular
6. Vicerrectoría Académica – Asistencia de Asuntos Estudiantiles
7. Vicerrectoría Académica – Oficina del Vicerrector
8. Vicerrectoría Administrativa – Dirección de Tecnologías de Información
9. Vicerrectoría Administrativa - Proyecto SIU
10. Vicerrectoría Administrativa – Servicios de Alimentación","Sesión Extraordinaria

Correo de citación al primer Comité asincrónico","Acta digital 

Facultades:
Facultad de ciencias
Facultad de ciencias económicas y administrativas
Facultad de comunicación y lenguaje
Facultad de educación

Vicerrectoría académica:
Asistencia de Asuntos Estudiantiles
Oficina del Vicerrector

Vicerrectoría Administrativa:
Dirección de Tecnologías de Información
Proyecto SIU
Servicios de Alimentación",,Aprobación de TVD,,
,24,14/12/2020,"Revisión y aprobación de Aplicación de Tablas de Valoración Documental a las siguientes once unidades:
1. Facultad de Artes
2. Facultad de Ciencias Políticas y Relaciones Internacionales
3. Facultad de Derecho Canónico
4. Facultad de Medicina
5. Facultad de Psicología
6. Facultad de Teología
7. Asistencia de Rectoría
8. Secretaría de Asuntos Internacionales
9. Asistencia de Asuntos Profesorales
10. Programa de Asesoría Familiar
11. Oficina de Construcciones","Sesión Extraordinaria

Correo de citación al primer Comité asincrónico",Acta digital ,,Aprobación de TVD,,
,25,28/05/2021,"Lectura y aprobación de Actas:
Acta n. 22 Sesión del Comité del SGAPUJ del viernes 13 de noviembre de 2020 (enviada el 19 de noviembre de 2020)
Acta n. 23 Sesión Comité asincrónico n. 1 
Acta n. 24 Sesión Comité asincrónico n. 2.
Informes de la Coordinación de Archivos. Administrativos, Correspondencia e Impresión. Informe Archivo Central Javeriana Cali. Informe Ejecutivo Proyecto ITER

Aprobación de 20 TVD de las siguientes unidades: Facultad de Arquitectura y Diseño, Facultad de Ciencias Jurídicas, Facultad de Ciencias Sociales, Facultad de Ingeniería, Planeación de Planta Física, Secretaría Jurídica, Admisiones y Registro Académico, Instituto de Estudios Sociales y Culturales Pensar, Subcentro de Ciencias Sociales y Educación, Secretaría de Relaciones con Egresados, Editorial Pontificia Universidad Javeriana, Vicerrectoría de Investigación, Dirección de Investigación, Oficina para el Fomento de la Investigación, Centro de Asesoría Psicológica;Programa Javeriana por la Justicia y por la Paz, Dirección General de Recursos Humanos, Dirección General Financiera, Oficina de Operaciones, Oficina de Tesorería","Informes de la Coordinación de Archivos Administrativos, Correspondencia e Impresión 

TRDs aprobadas en Bogotá:
Rectoría:
Rector
Archivo Histórico Javeriano
Oficina de fomento de la responsabilidad social universitaria

Vicerrectoría académica:
Dirección de mercadero de programas académicos
Vicerrector

Vicerrectoría de extensión y relaciones interinstitucionales:
Oficina de movilidad estudiantil

Vicerrectoría administrativa:
Oficina de contabilidad
Oficina de selección
Oficina de construcciones
Dirección de servicios universitarios
Oficina de servicios generales

Facultad de ciencias:
Doctorado en ciencias y tecnología de materiales

Facultad de ciencias económicas y administrativas:
Maestría en estrategia, innovaicón y competitividad
Maestría en banca y finanzas

Facultad de ciencias jurídicas:
Maestría en derecho laboral y seguridad social

Facultad de ciencias políticas y relaciones internacionales:
Maestría en estudios internacionales

Facultad de educación:
Licenciatura en ciencias naturales y educación ambiental
Licenciatura en educación infantil
Licenciatura en educación física
Licenciatura en filosofía
Licenciatura en literatura y lengua castellana
Maestría en salud mental escolar

Facultad de estudios ambientales y rurales:
Instituto Javeriano del agua","Acta pendiente PDF firmas

TRDs aprobadas en Bogotá
Facultad de Arquitectura y Diseño 
Facultad de Ciencias Jurídicas 
Facultad de Ciencias Sociales 
Facultad de Ingeniería 
Planeación de Planta Física 
Secretaría Jurídica 
Admisiones y Registro Académico 
Instituto de Estudios Sociales y Culturales Pensar 
Subcentro de Ciencias Sociales y Educación 
Secretaría de Relaciones con Egresados 
Editorial Pontificia Universidad Javeriana 
Vicerrectoría de Investigación 
Dirección de Investigación 
Oficina para el Fomento de la Investigación 
Centro de Asesoría Psicológica 
Programa Javeriana por la Justicia y por la Paz 
Dirección General de Recursos Humanos 
Dirección General Financiera 
Oficina de Operaciones 
Oficina de Tesorería 

Rectoría:
Secretaría General

Facultad de Arquitectura y Diseño:
Maestría en Paisajes Artificiales

Facultad de Ciencias:
Carrera de Química Farmacéutica
Pregrado en Ciencia de Datos
 Maestría en Ciencias del Laboratorio Clínico
Maestría en Matemáticas

Facultad de Ciencias Económicas y Administrativas:
Carrera en Finanzas
Especialización en Marketing Estratégico
Especialización en Gerencia Estratégica de la Innovación
Especialización en Administración en Salud

Facultad de Comunicación y Lenguaje:
Carrera de Ciencia de la Información

Facultad de Derecho Canónico
Especialización en Derecho Matrimonial Canónico-virtual

Facultad de Educación:
Maestría en Educación para la Innovación y las Ciudadanías- virtual
 Especialización en Liderazgo para la Gestión Social- virtual

Facultad de Estudios Ambientales:
Especialización en Gestión de Empresas de la Economía Social y Solidaria- virtual

Facultad de Filosofía:
Instituto de Bioética
Maestría en Bioética

Facultad de Ingeniería:
Carrera de Ingeniería en Redes y Telecomunicaciones
Carrera de Bioingeniería
Maestría en Ingeniería del Internet de las Cosas
Maestría en Inteligencia Artificial
Maestría en Seguridad Digital
Carrera de Ingeniería Mecánica
Carrera de Ingeniería Mecatrónica

Facultad de Ciencias Sociales:
Maestría en Estudios Culturales Latinoamericanos

Facultad de Medicina:
Decanatura de Facultad de Medicina",,"Informes de la Coordinación de Archivos. Administrativos, Correspondencia e Impresión. Informe Archivo Central Javeriana Cali. Informe Ejecutivo Proyecto ITER
",,
,26,10/09/2021,"1. Verificación del Quórum
2. Lectura y aprobación del Acta N. 25 de la reunión del 28 de mayo de 2021
3. Informes de la Coordinación de Archivos Administrativos, Correspondencia e Impresión
4. Informe Archivo Central Javeriana Cali
5. Informe Ejecutivo Proyecto ITER
6. Varios

Se aprueban 13 TRD nuevas y 10 TRD de unidades para actualización de las siguientes unidades: Dirección de Mercadeo de Programas Académicos (Vicerrectoría Académica)
- Doctorado en Ciencias y Tecnología de Materiales (Fac. Ciencias)
- Maestría en Estrategia, Innovación y Competitividad (FCEA)
- Maestría en Banca y Finanzas (FCEA)
- Maestría en Derecho Laboral y Seguridad Social (Fac. Ciencias Jurídicas)
- Maestría en Estudios Internacionales (Fac. Ciencias Políticas y Relaciones Int.)
- Licenciatura en Ciencias Naturales y Educación Ambiental (Fac. Educación)
- Licenciatura en Educación Infantil (Fac. Educación)
- Licenciatura en Educación Física (Fac. Educación)
- Licenciatura en Filosofía (Fac. Educación)
- Licenciatura en Literatura y Lengua Castellana (Fac. Educación)
- Maestría en Salud Mental Escolar (Fac. Educación)
- Instituto Javeriano del Agua (Fac. Estudios Ambientales y Rurales)

y para actualizar","sin

Informes de la Coordinación de Archivos Administrativos, Correspondencia e Impresión 

Informe Archivo Central Javeriana Cali

TRDs aprobadas en Bogotá:
Programa Javeriano por la Justicia y por la Paz
Planeación de Planta Física
Oficina de Operaciones
Vicerrectoría de Investigación
Dirección de Investigación
Oficina para el Fomento de la Investigación
Admisiones y Registro Académico
Centro de Asesoría Psicológica
Instituto de Estudios Sociales y Culturales Pensar
Subcentro de Ciencias Sociales y Educación
Secretaría de Relaciones con EgresadosDirección General de Recursos Humanos

Informe Ejecutivo Proyecto ITER","Acta digital 

TRDs aprobadas en Bogotá:

Vicerrectoría Académica:
Dirección de Mercadeo de Programas Académicos

Facultad de ciencias:
Doctorado en Ciencias y Tecnología de Materiales

Facultad de ciencias económicas y administrativas:
Maestría en Estrategia, Innovación y Competitividad
Maestría en Banca y Finanzas

Facultad de ciencias jurídicas
Maestría en Derecho Laboral y Seguridad Social

Facultad de ciencias polítivas y relaciones internacionales:
Maestría en Estudios Internacionales

Facultad de educación:
Licenciatura en Ciencias Naturales y Educación Ambiental
Licenciatura en Educación Infantil
Licenciatura en Educación Física
Licenciatura en Filosofía
Licenciatura en Literatura y Lengua Castellana
Maestría en Salud Mental Escolar

Facultad de estudios ambientales y rurales:
Instituto Javeriano del Agua",,"Informes de la Coordinación de Archivos Administrativos, Correspondencia e Impresión

Informe Archivo Central Javeriana Cali

Informe Ejecutivo Proyecto ITER",,
,27,28/01/2022,"De acuerdo con el Objetivo del Comité asincrónico N. 3, se sometió a consideración, la aplicación de la Tabla de Valoración de la Facultad de Filosofía.","correo de citación al tercer Comité asincrónico

TRDs aprobadas en Bogotá:
Secretaría General:
Emisora Javeriana",Acta digital ,,Aprobación de TVD,,
,28,21/10/2022,"1. Verificación del Quórum
2. Lectura y aprobación del Acta N. 26 de la reunión del 28 de mayo de 2021 y Acta N. 27 del Comité Asincrónico del día 28 de enero de 2022
3. Informes de la Coordinación de Gestión Documental Archivos Administrativos, Correspondencia e Impresión
4. Informe Archivo Central Javeriana Cali
5. Informe Ejecutivo Proyecto ITER
6. Varios","sin anexos 

Informes de la Coordinación de Gestión Documenta

Informe Archivo Central Javeriana Cali

Informe Ejecutivo Proyecto ITER ","pendiente firma Dr. Cifuentes acta

Vicerrectoría académica:
Dirección de asuntos estudiantiles
Dirección de asuntos profesorales
Editorial Pontificia Universidad Javeriana

Vicerrectoría de investigación:
Maestría de estudios críticos de las migraciones contemporáneas
Maestría en salud pública

Vicerrectoría del medio universitario:
Centro de gestión cultural

Vicerrectoría administrativa:
Oficina de desarrollo de planta física
Oficina de relaciones laborales

Facultad de ciencias:
Unidad de biología comparativa

Facultad de medicina:
Institute de envejecimiento

Facultad de teología:
Decanatura de facultad

Todas las facultades:
Secretarías de facultad",,"Informes de la Coordinación de Gestión Documental Archivos Administrativos, Correspondencia e Impresión

Informe Archivo Central Javeriana Cali

Informe Ejecutivo Proyecto ITER
",,
